"1", "varprop", 2487, 3083.65728757182, 773955.708118399, 28, "middle3", "5-81"
"2", "delta", 2487, 2504.0079372791, 228612.067940953, 28, "middle3", "5-81"
"3", "onestage", 2487, 2647.41548335968, 706543.103324688, 28, "middle3", "5-81"
"1", "varprop", 2554, 1065.6764576365, 69974.7780233938, 26, "middle3", "5-121"
"2", "delta", 2554, 1394.77307221414, 82194.8148890803, 26, "middle3", "5-121"
"3", "onestage", 2554, 1225.73658888991, 93547.0548683935, 26, "middle3", "5-121"
"1", "varprop", 2510, 1779.67903553449, 395970.604124665, 23, "middle3", "5-41"
"2", "delta", 2510, 1758.78161572084, 144594.166788022, 23, "middle3", "5-41"
"3", "onestage", 2510, 1400.45882202841, 365974.938404341, 23, "middle3", "5-41"
"1", "varprop", 2461, 3622.51836522189, 1105161.75119156, 37, "middle3", "5-1"
"2", "delta", 2461, 2616.84567835642, 201456.125056392, 37, "middle3", "5-1"
"3", "onestage", 2461, 2734.61853282964, 858871.087337418, 37, "middle3", "5-1"
"1", "varprop", 2564, 2443.58174534427, 416825.592915903, 35, "middle3", "5-161"
"2", "delta", 2564, 2314.53138980066, 164382.86858039, 35, "middle3", "5-161"
"3", "onestage", 2564, 2068.23909633074, 524146.072606423, 35, "middle3", "5-161"
"1", "varprop", 2391, 2496.27167346586, 742170.524086545, 21, "middle3", "5-122"
"2", "delta", 2391, 2213.1973783879, 250425.496676977, 21, "middle3", "5-122"
"3", "onestage", 2391, 2178.3434364336, 626870.116020612, 21, "middle3", "5-122"
"1", "varprop", 2460, 2946.23067343926, 796058.051691336, 27, "middle3", "5-42"
"2", "delta", 2460, 2999.33843530879, 380647.415762383, 27, "middle3", "5-42"
"3", "onestage", 2460, 2814.82069076771, 863497.516543746, 27, "middle3", "5-42"
"1", "varprop", 2481, 1587.53702865744, 367580.857892282, 22, "middle3", "5-82"
"2", "delta", 2481, 1535.54392386102, 116657.782781596, 22, "middle3", "5-82"
"3", "onestage", 2481, 959.737942920949, 157511.791921076, 22, "middle3", "5-82"
"1", "varprop", 2443, 2512.68833201031, 945677.931711791, 20, "middle3", "5-2"
"2", "delta", 2443, 2140.70454560039, 245061.116767695, 20, "middle3", "5-2"
"3", "onestage", 2443, 1638.05143147283, 639474.694279355, 20, "middle3", "5-2"
"1", "varprop", 2466, 1591.59910418994, 157139.102519336, 28, "middle3", "5-162"
"2", "delta", 2466, 1748.66494292904, 116311.40547935, 28, "middle3", "5-162"
"3", "onestage", 2466, 1615.92083355293, 200612.882494858, 28, "middle3", "5-162"
"1", "varprop", 2539, 2826.09561159761, 955307.117155621, 23, "middle3", "5-123"
"2", "delta", 2539, 2865.85844780734, 407123.16868856, 23, "middle3", "5-123"
